0.000000, 0.000000
0.000000, 0.000000
0.000000, -0.000054
0.200000, -0.000111
0.400000, -0.000150
0.600000, -0.000181
0.800000, -0.000205
1.000000, -0.000229
1.200000, -0.000250
1.400000, -0.000269
1.600000, -0.000288
1.800000, -0.000305
2.000000, -0.000321
2.200000, -0.000336
2.400000, -0.000350
2.600000, -0.000366
2.800000, -0.000379
3.000000, -0.000392
3.200000, -0.000405
3.400000, -0.000417
3.600000, -0.000429
3.800000, -0.000440
4.000000, -0.000452
4.200000, -0.000463
4.400000, -0.000474
4.600000, -0.000484
4.800000, -0.000495
5.000000, -0.000505
5.200000, -0.000515
5.400000, -0.000525
5.600000, -0.000535
5.800000, -0.000544
6.000000, -0.000553
6.200000, -0.000562
6.400000, -0.000571
6.600000, -0.000580
6.800000, -0.000589
7.000000, -0.000597
7.200000, -0.000606
7.400000, -0.000614
7.600000, -0.000622
7.800000, -0.000630
8.000000, -0.000638
8.200000, -0.000646
8.400000, -0.000654
8.600000, -0.000662
8.800000, -0.000670
9.000000, -0.000677
9.200000, -0.000685
9.400000, -0.000692
9.600000, -0.000700
9.800000, -0.000707
10.000000, -0.000714
10.200000, -0.000721
10.400000, -0.000728
10.600000, -0.000735
10.800000, -0.000742
11.000000, -0.000749
11.200000, -0.000755
11.400000, -0.000762
11.600000, -0.000769
11.800000, -0.000775
12.000000, -0.000782
12.200000, -0.000788
12.400000, -0.000795
12.600000, -0.000801
12.800000, -0.000807
13.000000, -0.000814
13.200000, -0.000820
13.400000, -0.000826
13.600000, -0.000832
13.800000, -0.000838
14.000000, -0.000844
14.200000, -0.000850
14.400000, -0.000856
14.600000, -0.000862
14.800000, -0.000868
15.000000, -0.000874
15.200000, -0.000880
15.400000, -0.000886
15.600000, -0.000891
15.800000, -0.000897
16.000000, -0.000903
16.200000, -0.000908
16.400000, -0.000914
16.600000, -0.000919
16.800000, -0.000925
17.000000, -0.000930
17.200000, -0.000936
17.400000, -0.000941
17.600000, -0.000947
17.800000, -0.000952
18.000000, -0.000957
18.200000, -0.000963
18.400000, -0.000968
18.600000, -0.000973
18.800000, -0.000979
19.000000, -0.000984
19.200000, -0.000989
19.400000, -0.000994
19.600000, -0.000999
19.800000, -0.001004
