x, y, cal_s11, acc_s11, s11_error,, cal_s22, acc_s22, s22_error, cal_s12, acc_s12, s12_error,,0,3761
0.702702,0.925731,-11.574158,-12.286163,5.795176,5.795176,-2.221074,-1.694908,-31.043982,4.003205,3.988914,0.35827,,,
0.775891,3.018211,-11.087941,-10.887401,-1.841942,1.841942,-0.792506,-0.916674,13.545489,-0.460594,-0.487371,5.49433,,,
0.732408,3.119508,-11.087941,-10.806021,-2.608912,2.608912,-0.792506,-0.938301,15.538222,-0.460594,-0.446163,-3.234405,,,
0.659119,3.059551,-11.087941,-10.824102,-2.437512,2.437512,-0.792506,-1.036581,23.5462,-0.460594,-0.438637,-5.00565,,,
0.642556,1.490482,-14.386831,-14.002781,-2.74267,2.74267,-1.26757,-1.209384,-4.811145,0.09088,-0.251915,136.075777,,,
0.58492,1.495968,-14.386831,-14.142418,-1.728229,1.728229,-1.26757,-1.553493,18.405189,0.09088,-0.302829,130.010445,,,
0.631356,1.424249,-14.386831,-14.304597,-0.574879,0.574879,-1.26757,-1.229042,-3.134761,0.09088,-0.039752,328.619322,,,
0.955055,0.391447,-0.000148,-0.027327,99.458034,99.458034,2.86306,3.400079,-15.794316,-0.402126,-0.535145,24.856597,,,
1.004054,0.37448,-0.000148,-0.507727,99.97083,99.97083,2.86306,3.670228,-21.9923,-0.402126,0.211865,-289.802869,,,
0.999581,0.434705,-0.000148,-1.236351,99.988021,99.988021,2.86306,2.714993,5.453666,-0.402126,0.874279,-145.99515,,,
4.38313,0.081932,-9.017344,-8.74167,-3.153573,3.153573,-0.148906,-0.218396,31.818208,0.082925,0.045554,82.034943,,,
4.47443,0.18286,-9.017344,-8.7993,-2.477974,2.477974,-0.148906,-0.206716,27.96607,0.082925,0.095386,-13.064643,,,
4.363839,0.226801,-9.017344,-8.74647,-3.096962,3.096962,-0.148906,-0.211753,29.679449,0.082925,0.126658,-34.528703,,,
4.058114,3.441649,-10.404447,-10.230132,-1.703933,1.703933,0.398993,0.345479,15.489545,0.286203,0.281996,1.491918,,,
4.145978,3.38503,-10.404447,-10.199575,-2.00863,2.00863,0.398993,0.339232,17.616344,0.286203,0.300677,-4.813802,,,
4.128999,3.53971,-10.404447,-10.228476,-1.720397,1.720397,0.398993,0.331785,20.256247,0.286203,0.263977,8.419458,,,
2.03964,2.279467,-11.354145,-11.052962,-2.724909,2.724909,0.91846,0.816298,12.51533,0.207997,0.333626,-37.655475,,,
1.993532,2.350567,-11.354145,-11.097032,-2.31695,2.31695,0.91846,0.753273,21.929288,0.207997,0.233696,-10.99655,,,
1.935859,2.298763,-11.354145,-11.152431,-1.808703,1.808703,0.91846,0.775656,18.410792,0.207997,0.235904,-11.829692,,,
3.13361,3.313202,-10.658664,-10.48355,-1.670366,1.670366,0.533645,0.430011,24.100427,0.199951,0.190448,4.989738,,,
3.063053,3.21739,-10.658664,-10.503301,-1.479183,1.479183,0.533645,0.45352,17.667572,0.199951,0.207124,-3.462974,,,
3.210183,3.214697,-10.658664,-10.450314,-1.993717,1.993717,0.533645,0.448952,18.864581,0.199951,0.240991,-17.029492,,,
4.4436,4.451637,-10.359469,-10.243864,-1.128532,1.128532,0.284333,0.24295,17.033442,0.147163,0.125503,17.25871,,,
4.39982,4.319519,-10.359469,-10.245226,-1.11509,1.11509,0.284333,0.254915,11.540429,0.147163,0.140804,4.515913,,,
4.581348,4.328819,-10.359469,-10.219272,-1.371886,1.371886,0.284333,0.247786,14.749639,0.147163,0.153048,-3.845412,,,
3.333643,0.68559,-8.441467,-8.292666,-1.794367,1.794367,-0.00989,-0.120827,91.81508,0.838795,0.715344,17.257623,,,
3.269834,0.786624,-8.441467,-8.369311,-0.862148,0.862148,-0.00989,-0.05591,82.311489,0.838795,0.822309,2.00481,,,
3.203391,0.701065,-8.441467,-8.211583,-2.799509,2.799509,-0.00989,-0.098527,89.96255,0.838795,0.801617,4.637842,,,
0.500216,1.84508,-12.988721,-12.752351,-1.85354,1.85354,-1.813468,-1.970904,7.988002,-0.572645,-0.715432,19.958064,,,
0.557892,1.778191,-12.988721,-12.976585,-0.093519,0.093519,-1.813468,-1.749736,-3.642388,-0.572645,-0.711516,19.517549,,,
0.58767,1.841225,-12.988721,-12.746376,-1.901285,1.901285,-1.813468,-1.617706,-12.101239,-0.572645,-0.737564,22.359921,,,
2.816265,0.694293,-7.863499,-7.86677,0.041576,0.041576,-0.006033,-0.028465,78.805385,1.09526,1.080126,1.401063,,,
2.78836,0.608406,-7.863499,-7.671763,-2.499242,2.499242,-0.006033,-0.095954,93.712628,1.09526,1.01434,7.977593,,,
2.880064,0.590461,-7.863499,-7.744508,-1.536464,1.536464,-0.006033,-0.12826,95.296277,1.09526,0.919415,19.125681,,,
2.702954,1.856325,-10.163172,-10.093162,-0.693638,0.693638,0.857475,0.760965,12.682542,1.079283,0.970362,11.224777,,,
2.675121,1.726229,-10.163172,-9.945418,-2.189491,2.189491,0.857475,0.758413,13.061811,1.079283,1.080618,-0.123566,,,
2.748068,1.778511,-10.163172,-9.959925,-2.040648,2.040648,0.857475,0.724448,18.362568,1.079283,1.025511,5.243391,,,
0.668263,1.031528,-13.998052,-14.089793,0.651119,0.651119,-1.439826,-1.321925,-8.918949,3.016213,2.986008,1.011583,,,
0.64568,0.973304,-13.998052,-13.766042,-1.685377,1.685377,-1.439826,-1.933983,25.551248,3.016213,3.899388,-22.649058,,,
0.683221,0.967854,-13.998052,-13.198575,-6.057297,6.057297,-1.439826,-1.572726,8.450294,3.016213,3.665817,-17.720565,,,
1.591197,2.868565,-11.330647,-11.089446,-2.175046,2.175046,0.355908,0.105465,237.466042,-0.258301,-0.324209,20.328849,,,
1.667086,2.808112,-11.330647,-11.109774,-1.988097,1.988097,0.355908,0.211843,68.005329,-0.258301,-0.265832,2.832989,,,
1.71558,2.903407,-11.330647,-11.04429,-2.592802,2.592802,0.355908,0.195929,81.651769,-0.258301,-0.260007,0.655954,,,
1.223899,4.294815,-10.535644,-10.433141,-0.982472,0.982472,-0.312014,-0.419054,25.543415,-0.260321,-0.283276,8.103653,,,
1.26771,4.411247,-10.535644,-10.411058,-1.196664,1.196664,-0.312014,-0.393477,20.703556,-0.260321,-0.270715,3.839548,,,
1.130988,4.42472,-10.535644,-10.390918,-1.392812,1.392812,-0.312014,-0.450366,30.719979,-0.260321,-0.259632,-0.26518,,,
1.064495,2.637552,-11.585447,-11.298103,-2.543294,2.543294,-0.173339,-0.481558,64.004609,-0.533867,-0.577245,7.514678,,,
1.169561,2.589033,-11.585447,-11.355707,-2.023124,2.023124,-0.173339,-0.282359,38.610454,-0.533867,-0.535845,0.369003,,,
1.153057,2.660715,-11.585447,-11.28314,-2.679277,2.679277,-0.173339,-0.343175,49.489719,-0.533867,-0.541141,1.344185,,,
1.397815,0.891267,-9.212091,-8.761445,-5.143506,5.143506,2.016752,1.831892,10.091186,2.697457,2.913861,-7.426705,,,
1.38522,0.950147,-9.212091,-9.315188,1.106765,1.106765,2.016752,1.867605,7.986006,2.697457,2.768481,-2.565467,,,
1.343685,0.909721,-9.212091,-9.067753,-1.59177,1.59177,2.016752,1.888701,6.77983,2.697457,2.890202,-6.668912,,,
3.070298,0.355543,-7.76185,-7.68115,-1.050612,1.050612,-0.184913,-0.280703,34.125192,0.605987,0.512268,18.295011,,,
3.05656,0.445879,-7.76185,-7.754281,-0.0976,0.0976,-0.184913,-0.236934,21.956244,0.605987,0.633341,-4.319021,,,
2.961696,0.371321,-7.76185,-7.548861,-2.821464,2.821464,-0.184913,-0.275828,32.96084,0.605987,0.585146,3.561708,,,
2.346695,0.822353,-7.90714,-7.834351,-0.929101,0.929101,0.457496,0.361373,26.599434,1.759137,1.699482,3.510221,,,
2.359995,0.729056,-7.90714,-7.520162,-5.145874,5.145874,0.457496,0.227091,101.459497,1.759137,1.613622,9.017928,,,
2.428232,0.757644,-7.90714,-7.673698,-3.042115,3.042115,0.457496,0.216278,111.531548,1.759137,1.550131,13.483157,,,
2.771994,1.936724,-10.328369,-10.128837,-1.969934,1.969934,0.81044,0.730424,10.95476,0.864939,0.901363,-4.041014,,,
2.884483,1.912633,-10.328369,-10.021654,-3.060516,3.060516,0.81044,0.671502,20.690642,0.864939,0.908151,-4.758249,,,
2.883906,1.994105,-10.328369,-10.105319,-2.207251,2.207251,0.81044,0.679732,19.229417,0.864939,0.852373,1.474297,,,
2.931832,0.409604,-7.933579,-7.550173,-5.078114,5.078114,-0.068893,-0.254998,72.982717,0.755034,0.654943,15.282349,,,
3.026696,0.484161,-7.933579,-7.762767,-2.200405,2.200405,-0.068893,-0.214733,67.916651,0.755034,0.696193,8.451806,,,
2.950845,0.508674,-7.933579,-7.703121,-2.991758,2.991758,-0.068893,-0.19503,64.675455,0.755034,0.772711,-2.28772,,,
1.060092,0.861045,-9.643305,-9.312718,-3.549851,3.549851,2.149177,1.511068,42.22902,3.085783,3.045025,1.338497,,,
1.096557,0.809617,-9.643305,-8.480351,-13.713516,13.713516,2.149177,1.64942,30.298927,3.085783,3.155373,-2.205437,,,
1.10532,0.859587,-9.643305,-9.16881,-5.175101,5.175101,2.149177,1.680969,27.853461,3.085783,3.043689,1.383001,,,
1.95622,4.701702,-10.534002,-10.410005,-1.191126,1.191126,-0.000869,-0.133606,99.349459,-0.218038,-0.226536,3.751155,,,
2.013914,4.549275,-10.534002,-10.443879,-0.862919,0.862919,-0.000869,-0.099337,99.125037,-0.218038,-0.228227,4.464534,,,
2.084204,4.68406,-10.534002,-10.419228,-1.101551,1.101551,-0.000869,-0.090176,99.036153,-0.218038,-0.215503,-1.176291,,,
1.043128,2.687377,-11.459581,-11.243926,-1.917974,1.917974,-0.34414,-0.532519,35.375041,-0.651082,-0.576242,-12.98755,,,
1.131689,2.710539,-11.459581,-11.233199,-2.015292,2.015292,-0.34414,-0.396696,13.248425,-0.651082,-0.545394,-19.378213,,,
1.08409,2.788333,-11.459581,-11.154489,-2.735153,2.735153,-0.34414,-0.493269,30.23275,-0.651082,-0.549129,-18.566382,,,
1.397388,1.73951,-12.102619,-11.922473,-1.510976,1.510976,1.116891,1.056511,5.715026,0.435618,0.389858,11.737567,,,
1.435537,1.808213,-12.102619,-11.847625,-2.152278,2.152278,1.116891,0.996705,12.058378,0.435618,0.31804,36.969506,,,
1.358725,1.836898,-12.102619,-11.972307,-1.088446,1.088446,1.116891,0.850868,31.264838,0.435618,0.151642,187.267724,,,
0.297441,3.504297,-10.666991,-10.525316,-1.346042,1.346042,-1.045156,-1.068554,2.189687,-0.176497,-0.167924,-5.105601,,,
0.201133,3.539008,-10.666991,-10.503245,-1.559,1.559,-1.045156,-1.078224,3.066925,-0.176497,-0.112705,-56.600625,,,
0.231406,3.411221,-10.666991,-10.552927,-1.080876,1.080876,-1.045156,-1.142266,8.501548,-0.176497,-0.141799,-24.470229,,,
4.570126,2.25275,-9.940758,-9.741796,-2.042361,2.042361,0.229739,0.21099,8.886003,0.494825,0.503393,-1.702069,,,
4.690459,2.193186,-9.940758,-9.703869,-2.441178,2.441178,0.229739,0.182175,26.108917,0.494825,0.489626,1.061932,,,
4.708733,2.360865,-9.940758,-9.773487,-1.711483,1.711483,0.229739,0.20471,12.226701,0.494825,0.471272,4.997836,,,
0.348312,3.7783,-10.612864,-10.443701,-1.619755,1.619755,-0.798607,-0.922076,13.390375,-0.165369,-0.160184,-3.236821,,,
0.441634,3.73012,-10.612864,-10.469431,-1.370015,1.370015,-0.798607,-0.908928,12.137523,-0.165369,-0.204897,19.291534,,,
0.47657,3.824156,-10.612864,-10.446713,-1.590455,1.590455,-0.798607,-0.858782,7.006996,-0.165369,-0.205417,19.495872,,,
1.036537,2.906213,-11.240964,-11.043792,-1.785365,1.785365,-0.464787,-0.582796,20.2489,-0.510428,-0.534817,4.560261,,,
1.026799,3.01973,-11.240964,-10.953625,-2.623232,2.623232,-0.464787,-0.604849,23.156579,-0.510428,-0.510333,-0.018739,,,
0.910253,2.967588,-11.240964,-10.963763,-2.528336,2.528336,-0.464787,-0.754972,38.436594,-0.510428,-0.522709,2.349471,,,
1.257727,0.809141,-8.198328,-8.186188,-0.148296,0.148296,1.853878,1.893138,-2.073829,2.999343,3.145403,-4.643592,,,
1.317185,0.811282,-8.198328,-8.107814,-1.116368,1.116368,1.853878,1.86812,-0.762373,2.999343,3.119156,-3.841181,,,
1.302061,0.865522,-8.198328,-8.731665,6.108082,6.108082,1.853878,1.898688,-2.360071,2.999343,3.014227,-0.493792,,,
0.304057,3.123683,-10.847795,-10.69766,-1.403436,1.403436,-1.323254,-1.294712,-2.204446,-0.217562,-0.227823,4.503602,,,
0.186088,3.132062,-10.847795,-10.676104,-1.608178,1.608178,-1.323254,-1.341207,1.338604,-0.217562,-0.142332,-52.855532,,,
0.206672,3.036554,-10.847795,-10.732851,-1.070952,1.070952,-1.323254,-1.406279,5.903903,-0.217562,-0.169773,-28.148642,,,
4.415123,3.277786,-10.262224,-10.118133,-1.424087,1.424087,0.354262,0.309526,14.452745,0.37098,0.332403,11.605699,,,
4.335264,3.112652,-10.262224,-10.09625,-1.643919,1.643919,0.354262,0.32073,10.454659,0.37098,0.367829,0.856802,,,
4.491533,3.090184,-10.262224,-10.057431,-2.036234,2.036234,0.354262,0.297954,18.898176,0.37098,0.3704,0.156542,,,
1.279231,0.88998,-9.337329,-9.046148,-3.218843,3.218843,2.243998,1.909574,17.513016,3.320729,2.956912,12.303965,,,
1.225865,0.909113,-9.337329,-9.401042,0.677725,0.677725,2.243998,1.89401,18.478689,3.320729,2.903458,14.371516,,,
1.234897,0.833599,-9.337329,-8.525544,-9.521802,9.521802,2.243998,1.894544,18.44531,3.320729,3.102243,7.04284,,,
0.574988,1.315755,-14.781921,-15.043891,1.741373,1.741373,-1.783945,-1.545442,-15.432669,0.417829,0.461979,-9.556829,,,
0.610639,1.366834,-14.781921,-14.62759,-1.05507,1.05507,-1.783945,-1.326922,-34.442312,0.417829,0.195101,114.159931,,,
0.548905,1.383618,-14.781921,-14.841139,0.39901,0.39901,-1.783945,-1.730471,-3.09013,0.417829,0.091809,355.10636,,,
1.558121,1.006781,-9.374767,-9.29453,-0.863278,0.863278,1.668928,1.682689,-0.817752,2.480545,2.5528,-2.830422,,,
1.623217,1.019747,-9.374767,-9.232002,-1.546419,1.546419,1.668928,1.594267,4.683138,2.480545,2.48526,-0.189715,,,
1.600047,1.08567,-9.374767,-9.681887,3.172109,3.172109,1.668928,1.658401,0.634781,2.480545,2.342471,5.894354,,,
1.758079,4.352216,-10.625907,-10.474923,-1.441392,1.441392,-0.061018,-0.178137,65.746407,-0.28725,-0.265089,-8.359695,,,
1.728721,4.455839,-10.625907,-10.447901,-1.703751,1.703751,-0.061018,-0.198552,69.268418,-0.28725,-0.259732,-10.594649,,,
1.633204,4.352915,-10.625907,-10.464731,-1.540187,1.540187,-0.061018,-0.232182,73.71965,-0.28725,-0.274453,-4.662513,,,
4.948175,4.070306,-10.307986,-10.146768,-1.588862,1.588862,0.262446,0.240725,9.023021,0.200588,0.208335,-3.718417,,,
4.949655,4.221454,-10.307986,-10.160635,-1.450223,1.450223,0.262446,0.235214,11.577642,0.200588,0.187702,6.865378,,,
4.79223,4.23294,-10.307986,-10.183142,-1.225996,1.225996,0.262446,0.243541,7.76252,0.200588,0.179102,11.996827,,,
3.4487,0.704698,-8.697074,-8.395363,-3.593785,3.593785,0.011376,-0.119844,109.492164,0.745456,0.670269,11.21744,,,
3.556383,0.743511,-8.697074,-8.502937,-2.28317,2.28317,0.011376,-0.108882,110.447752,0.745456,0.644677,15.632476,,,
3.492128,0.839718,-8.697074,-8.562471,-1.572009,1.572009,0.011376,-0.056641,120.084122,0.745456,0.731012,1.975935,,,
2.823423,3.73127,-10.716913,-10.548804,-1.593631,1.593631,0.412142,0.300524,37.140778,-0.01161,-0.002788,-316.341381,,,
2.9679,3.698936,-10.716913,-10.52053,-1.866666,1.866666,0.412142,0.327827,25.719145,-0.01161,0.041456,-128.004697,,,
2.912526,3.856461,-10.716913,-10.516404,-1.906636,1.906636,0.412142,0.282125,46.084587,-0.01161,-0.004949,-134.567527,,,
0.842247,1.198209,-14.256972,-13.44821,-6.0139,6.0139,0.517293,0.291224,77.626899,1.882923,1.299917,44.849425,,,
0.795862,1.175119,-14.256972,-13.681928,-4.202946,4.202946,0.517293,-0.002728,19060.71325,1.882923,1.431392,31.544877,,,
0.813877,1.130305,-14.256972,-13.385867,-6.507648,6.507648,0.517293,0.116641,343.491709,1.882923,1.741131,8.143636,,,
1.706123,2.957069,-11.214483,-11.017175,-1.790911,1.790911,0.183931,0.158321,16.175563,-0.36989,-0.27645,-33.799996,,,
1.629259,3.022757,-11.214483,-10.99211,-2.02302,2.02302,0.183931,0.059637,208.416302,-0.36989,-0.325625,-13.593906,,,
1.58174,2.922226,-11.214483,-11.057483,-1.419847,1.419847,0.183931,0.067001,174.517629,-0.36989,-0.337478,-9.604023,,,
0.063358,4.360592,-10.442119,-10.304852,-1.332059,1.332059,-0.624356,-0.746296,16.339446,-0.015399,-0.020493,24.855705,,,
0.15168,4.301763,-10.442119,-10.316464,-1.217997,1.217997,-0.624356,-0.760292,17.879487,-0.015399,-0.050692,69.622363,,,
0.16511,4.423818,-10.442119,-10.297299,-1.406383,1.406383,-0.624356,-0.720404,13.332531,-0.015399,-0.051037,69.82765,,,
0.298491,1.423546,-16.074482,-15.561532,-3.296267,3.296267,-2.909041,-3.095864,6.034587,-0.047273,-0.062532,24.402218,,,
0.278467,1.470834,-16.074482,-15.149381,-6.106523,6.106523,-2.909041,-3.157937,7.881595,-0.047273,-0.188389,74.906898,,,
0.239889,1.440872,-16.074482,-15.551288,-3.364312,3.364312,-2.909041,-3.316653,12.289851,-0.047273,-0.094034,49.728024,,,
0.883807,2.917153,-11.222277,-10.99647,-2.053457,2.053457,-0.680143,-0.794217,14.363069,-0.611398,-0.534694,-14.345479,,,
0.921013,2.81799,-11.222277,-11.091837,-1.175999,1.175999,-0.680143,-0.744431,8.635917,-0.611398,-0.563424,-8.514804,,,
1.01009,2.855778,-11.222277,-11.080327,-1.281104,1.281104,-0.680143,-0.614605,-10.663482,-0.611398,-0.548854,-11.395429,,,
0.95218,2.161552,-12.15766,-11.931185,-1.898184,1.898184,-0.24055,-0.488539,50.761222,-0.528211,-0.64407,17.988482,,,
1.002172,2.117208,-12.15766,-11.992945,-1.373439,1.373439,-0.24055,-0.317685,24.280232,-0.528211,-0.593741,11.036757,,,
1.046807,2.162783,-12.15766,-11.907007,-2.105089,2.105089,-0.24055,-0.242138,0.655679,-0.528211,-0.568404,7.071096,,,
0.50652,1.445833,-14.821559,-14.653913,-1.144038,1.144038,-1.96632,-2.004553,1.907312,0.057928,-0.170093,134.056502,,,
0.521819,1.500767,-14.821559,-14.289793,-3.721303,3.721303,-1.96632,-1.923371,-2.233037,0.057928,-0.33568,117.256871,,,
0.451884,1.492896,-14.821559,-14.523792,-2.050205,2.050205,-1.96632,-2.316811,15.128178,0.057928,-0.314982,118.390857,,,
1.203483,0.829159,-9.396694,-8.538331,-10.053045,10.053045,2.154478,1.874023,14.965424,2.746693,3.115315,-11.832569,,,
1.194451,0.904674,-9.396694,-9.451139,0.576073,0.576073,2.154478,1.864616,15.545434,2.746693,2.914788,-5.766947,,,
1.153577,0.872222,-9.396694,-9.19692,-2.172179,2.172179,2.154478,1.802843,19.504488,2.746693,3.009235,-8.724522,,,
2.148319,2.032619,-11.156862,-10.846576,-2.860682,2.860682,1.191067,0.973032,22.407786,0.753673,0.675371,11.593917,,,
2.032731,2.06023,-11.156862,-11.00374,-1.391552,1.391552,1.191067,0.971658,22.580879,0.753673,0.570517,32.103651,,,
2.068912,1.954755,-11.156862,-10.894362,-2.409505,2.409505,1.191067,1.034329,15.153594,0.753673,0.730048,3.236143,,,
2.97377,1.266583,-9.280996,-9.037791,-2.690983,2.690983,0.552709,0.364222,51.750371,1.291801,1.164165,10.963766,,,
2.87745,1.324687,-9.280996,-9.158813,-1.334049,1.334049,0.552709,0.454836,21.518363,1.291801,1.215987,6.234769,,,
2.875392,1.213494,-9.280996,-8.948762,-3.712626,3.712626,0.552709,0.381219,44.984744,1.291801,1.23601,4.513821,,,
0.187401,2.585909,-11.45686,-11.100517,-3.210149,3.210149,-1.745283,-1.84368,5.336939,-0.347397,-0.22253,-56.112886,,,
0.169419,2.49707,-11.45686,-11.20284,-2.267461,2.267461,-1.745283,-1.960717,10.987494,-0.347397,-0.21717,-59.965748,,,
0.260286,2.504744,-11.45686,-11.212714,-2.177403,2.177403,-1.745283,-1.873732,6.855233,-0.347397,-0.322388,-7.757686,,,
3.604688,0.20241,-8.414163,-8.194585,-2.679551,2.679551,-0.211929,-0.2807,24.499831,0.186681,0.193993,-3.769229,,,
3.726385,0.161843,-8.414163,-8.294209,-1.446238,1.446238,-0.211929,-0.27361,22.543639,0.186681,0.141941,31.519793,,,
3.710431,0.236926,-8.414163,-8.299654,-1.379695,1.379695,-0.211929,-0.265278,20.110855,0.186681,0.208725,-10.561229,,,
4.692703,1.094672,-9.374084,-9.175564,-2.16357,2.16357,-0.020367,-0.052003,60.835696,0.441446,0.414974,6.379128,,,
4.695791,1.199278,-9.374084,-9.224331,-1.62345,1.62345,-0.020367,-0.028471,28.466287,0.441446,0.437482,0.905958,,,
4.576004,1.122255,-9.374084,-9.160768,-2.328575,2.328575,-0.020367,-0.040528,49.746705,0.441446,0.448773,-1.632811,,,
1.993041,0.578574,-6.6508,-6.41319,-3.70502,3.70502,0.451079,0.335007,34.647701,2.160695,1.990264,8.563235,,,
2.061348,0.590096,-6.6508,-6.58677,-0.972092,0.972092,0.451079,0.278084,62.209792,2.160695,1.891522,14.230524,,,
2.027222,0.668507,-6.6508,-6.923423,3.937701,3.937701,0.451079,0.451727,-0.143423,2.160695,2.06061,4.857058,,,
4.145634,0.926036,-9.121962,-8.923586,-2.223047,2.223047,-0.014988,-0.073357,79.568107,0.532271,0.509252,4.520083,,,
4.108548,0.832998,-9.121962,-8.85132,-3.05764,3.05764,-0.014988,-0.100506,85.08722,0.532271,0.484215,9.924478,,,
4.24134,0.858469,-9.121962,-8.919357,-2.271516,2.271516,-0.014988,-0.096672,84.495752,0.532271,0.455829,16.769922,,,
1.850033,0.216904,-4.593916,-4.333008,-6.02139,6.02139,0.120893,-0.059073,304.649987,1.35797,1.069696,26.949113,,,
1.898292,0.220922,-4.593916,-4.559472,-0.755438,0.755438,0.120893,-0.11091,209.001032,1.35797,1.035655,31.121745,,,
1.858126,0.291583,-4.593916,-4.641054,1.015685,1.015685,0.120893,0.022778,430.748983,1.35797,1.382407,-1.767746,,,
0.547012,1.098632,-15.776307,-16.009453,1.456301,1.456301,-2.096099,-1.99316,-5.164614,2.466731,2.622612,-5.943736,,,
0.596359,1.133805,-15.776307,-15.366194,-2.668927,2.668927,-2.096099,-1.538607,-36.233555,2.466731,2.021055,22.051658,,,
0.553607,1.133499,-15.776307,-15.883294,0.673581,0.673581,-2.096099,-1.843784,-13.684605,2.466731,2.128443,15.893676,,,
3.153791,2.627508,-10.490719,-10.34464,-1.412126,1.412126,0.653035,0.558961,16.830237,0.531037,0.483888,9.743846,,,
3.093536,2.502725,-10.490719,-10.324052,-1.614358,1.614358,0.653035,0.587817,11.09496,0.531037,0.542336,-2.083367,,,
3.244503,2.499752,-10.490719,-10.244179,-2.406639,2.406639,0.653035,0.548212,19.120968,0.531037,0.555892,-4.471221,,,
4.978875,0.153211,-9.260508,-9.020821,-2.657049,2.657049,-0.152278,-0.174664,12.817088,0.052924,0.058866,-10.09466,,,
4.930441,0.038303,-9.260508,-8.997288,-2.925552,2.925552,-0.152278,-0.180129,15.461889,0.052924,0.015187,248.487627,,,
3.264206,0.922223,-8.876985,-8.547122,-3.85935,3.85935,0.182798,0.028424,543.107682,0.924867,0.901489,2.593264,,,
3.309384,1.047574,-8.876985,-8.736473,-1.608347,1.608347,0.182798,0.093961,94.546563,0.924867,0.922682,0.236716,,,
3.199508,1.017077,-8.876985,-8.65721,-2.538635,2.538635,0.182798,0.105927,72.570113,0.924867,0.981342,-5.754931,,,
2.085241,0.476895,-6.380458,-6.133734,-4.022411,4.022411,0.27629,0.070181,293.681959,1.663041,1.625098,2.334808,,,
2.075853,0.542193,-6.380458,-6.393505,0.204065,0.204065,0.27629,0.183411,50.639855,1.663041,1.780581,-6.601189,,,
2.007545,0.530671,-6.380458,-6.201825,-2.880338,2.880338,0.27629,0.234331,17.905686,1.663041,1.872463,-11.184314,,,
1.013323,0.031126,-0.407701,0.130399,-412.656547,412.656547,9.767939,9.292102,5.120866,-0.885715,-0.249106,-255.557781,,,
1.055699,0.075497,-0.407701,0.350114,-216.44808,216.44808,9.767939,7.322144,33.402719,-0.885715,-0.217465,-307.290155,,,
1.010915,0.080135,-0.407701,0.165754,-345.967849,345.967849,9.767939,9.039589,8.057333,-0.885715,-0.621665,-42.474629,,,
1.603809,1.669778,-11.749903,-11.451884,-2.602365,2.602365,1.387445,1.301566,6.598139,0.627524,0.82385,-23.830253,,,
1.5872,1.733063,-11.749903,-11.536801,-1.847157,1.847157,1.387445,1.219229,13.796924,0.627524,0.671438,-6.540284,,,
1.540434,1.666016,-11.749903,-11.587442,-1.402047,1.402047,1.387445,1.283626,8.088003,0.627524,0.753531,-16.72216,,,
0.080135,1.010915,-29.388205,-28.64226,-2.604353,2.604353,-0.411494,-0.563082,26.921216,1.959587,2.153694,-9.012758,,,
0.075497,1.055699,-29.388205,-26.158272,-12.347655,12.347655,-0.411494,-1.513985,72.820485,1.959587,1.487772,31.712879,,,
0.031126,1.013323,-29.388205,-29.003353,-1.326924,1.326924,-0.411494,-0.419148,1.826185,1.959587,0.846273,131.554843,,,
1.486252,4.61048,-10.504715,-10.392109,-1.083573,1.083573,-0.172577,-0.29974,42.424332,-0.235297,-0.253789,7.286522,,,
1.52296,4.741106,-10.504715,-10.369853,-1.300526,1.300526,-0.172577,-0.285804,39.617019,-0.235297,-0.241308,2.490903,,,
1.363969,4.677909,-10.504715,-10.366141,-1.336795,1.336795,-0.172577,-0.344199,49.861261,-0.235297,-0.244479,3.755613,,,
0.885822,2.321541,-12.098676,-11.673996,-3.637827,3.637827,-0.555766,-0.741918,25.090669,-0.67353,-0.678912,0.792708,,,
0.828166,2.276858,-12.098676,-11.736953,-3.081917,3.081917,-0.555766,-0.874027,36.413131,-0.67353,-0.701556,3.994832,,,
0.885182,2.225234,-12.098676,-11.828216,-2.28657,2.28657,-0.555766,-0.706161,21.297505,-0.67353,-0.686702,1.918151,,,
2.445319,0.577333,-7.303497,-7.150324,-2.142182,2.142182,0.203367,-0.016104,1362.814478,1.554486,1.320462,17.722873,,,
2.367459,0.641137,-7.303497,-7.235031,-0.946311,0.946311,0.203367,0.105227,93.26442,1.554486,1.50662,3.177029,,,
2.366931,0.563072,-7.303497,-6.98764,-4.520236,4.520236,0.203367,0.004419,4501.762456,1.554486,1.394574,11.466747,,,
1.201883,2.972938,-11.165657,-11.020614,-1.316114,1.316114,-0.427318,-0.377911,-13.073845,-0.548606,-0.492224,-11.454428,,,
1.099706,3.021067,-11.165657,-10.968124,-1.800981,1.800981,-0.427318,-0.514038,16.870344,-0.548606,-0.503561,-8.945207,,,
1.109444,2.907551,-11.165657,-11.056991,-0.982781,0.982781,-0.427318,-0.483193,11.563673,-0.548606,-0.523171,-4.861657,,,
0.456995,2.549653,-11.469046,-11.218416,-2.234093,2.234093,-1.500089,-1.576834,4.867055,-0.568133,-0.494976,-14.779801,,,
0.394189,2.622627,-11.469046,-11.113178,-3.202211,3.202211,-1.500089,-1.604696,6.518829,-0.568133,-0.419598,-35.3992,,,
0.359159,2.522604,-11.469046,-11.218672,-2.231761,2.231761,-1.500089,-1.739387,13.757626,-0.568133,-0.419906,-35.300015,,,
