x, y, cal_s11, acc_s11, s11_error,, cal_s22, acc_s22, s22_error, cal_s12, acc_s12, s12_error,,0,3761
2.966288,2.061143,-10.282734,-10.112321,-1.685197,1.685197,0.726709,0.646961,12.326593,0.805851,0.802621,0.402446,,,
1.220174,2.389937,-11.765267,-11.564856,-1.732939,1.732939,0.113165,-0.064096,276.554182,-0.407911,-0.482119,15.392002,,,
1.245427,2.319895,-11.765267,-11.635595,-1.114449,1.114449,0.113165,0.041626,171.858395,-0.407911,-0.440006,7.294207,,,
1.315284,2.385429,-11.765267,-11.541573,-1.938165,1.938165,0.113165,0.103033,9.834034,-0.407911,-0.400766,-1.782832,,,
0.690219,1.643342,-13.920365,-13.338266,-4.36413,4.36413,-0.804114,-1.06901,24.779505,-0.595763,-0.537375,-10.865371,,,
0.645321,1.61626,-13.920365,-13.505198,-3.074125,3.074125,-0.804114,-1.282331,37.29277,-0.595763,-0.527315,-12.980438,,,
0.717642,1.596779,-13.920365,-13.44678,-3.521921,3.521921,-0.804114,-0.885829,9.224684,-0.595763,-0.43416,-37.222186,,,
4.038535,0.397364,-8.885542,-8.596586,-3.361293,3.361293,-0.112946,-0.212203,46.774546,0.302102,0.270195,11.808619,,,
4.118294,0.444158,-8.885542,-8.66234,-2.57669,2.57669,-0.112946,-0.198802,43.186604,0.302102,0.283734,6.473732,,,
4.009127,0.498902,-8.885542,-8.619498,-3.086536,3.086536,-0.112946,-0.192534,41.33695,0.302102,0.339478,-11.009913,,,
1.903908,1.365404,-10.496391,-10.175127,-3.157339,3.157339,1.654684,1.343706,23.143284,1.726141,1.667143,3.538829,,,
1.838,1.333289,-10.496391,-10.207038,-2.834832,2.834832,1.654684,1.41124,17.250313,1.726141,1.733529,-0.426219,,,
1.875554,1.268608,-10.496391,-9.908541,-5.932755,5.932755,1.654684,1.360474,21.625493,1.726141,1.858493,-7.121509,,,
1.242795,0.751948,-6.930211,-7.481107,7.363827,7.363827,1.933485,1.879687,2.862109,3.637979,3.225496,12.788215,,,
1.247631,0.690121,-6.930211,-6.639798,-4.373825,4.373825,1.933485,1.868215,3.493716,3.637979,3.244464,12.128815,,,
1.296954,0.700717,-6.930211,-6.785584,-2.131394,2.131394,1.933485,1.830057,5.651634,3.637979,3.231334,12.584437,,,
1.795144,1.460137,-10.659512,-10.662322,0.02635,0.02635,1.593362,1.423048,11.968251,1.722123,1.450356,18.73791,,,
1.817897,1.381171,-10.659512,-10.398719,-2.507933,2.507933,1.593362,1.427186,11.643599,1.722123,1.629849,5.661508,,,
1.883806,1.413286,-10.659512,-10.353042,-2.960191,2.960191,1.593362,1.361744,17.008937,1.722123,1.57206,9.545634,,,
0.2284,1.300971,-18.635271,-17.466036,-6.694334,6.694334,-3.056959,-3.311784,7.694505,0.323858,0.461289,-29.792749,,,
0.209985,1.251254,-18.635271,-18.474628,-0.869533,0.869533,-3.056959,-3.269156,6.490887,0.323858,0.752648,-56.970858,,,
0.254476,1.260448,-18.635271,-17.968768,-3.709229,3.709229,-3.056959,-3.179443,3.852376,0.323858,0.771704,-58.033402,,,
2.738741,3.051634,-10.870291,-10.625266,-2.306062,2.306062,0.60185,0.497082,21.076624,0.115875,0.179586,-35.476875,,,
2.716236,3.167948,-10.870291,-10.631815,-2.243039,2.243039,0.60185,0.456512,31.836584,0.115875,0.125438,-7.62406,,,
2.608431,3.087408,-10.870291,-10.678272,-1.798219,1.798219,0.60185,0.473811,27.023241,0.115875,0.118695,-2.375882,,,
3.193246,0.45467,-8.106899,-7.921032,-2.346508,2.346508,-0.102704,-0.232947,55.910915,0.557008,0.575099,-3.145796,,,
3.114448,0.466716,-8.106899,-7.845239,-3.335281,3.335281,-0.102704,-0.226729,54.701854,0.557008,0.627463,-11.228551,,,
3.128186,0.37638,-8.106899,-7.773229,-4.292555,4.292555,-0.102704,-0.269605,61.905704,0.557008,0.513571,8.457712,,,
2.160842,1.532698,-10.428582,-10.16895,-2.553176,2.553176,1.255644,1.110962,13.02317,1.387845,1.371403,1.198935,,,
2.237126,1.595092,-10.428582,-10.188337,-2.35804,2.35804,1.255644,1.051819,19.378401,1.387845,1.280296,8.400351,,,
2.163499,1.64658,-10.428582,-10.384539,-0.424114,0.424114,1.255644,1.105428,13.58894,1.387845,1.205793,15.098133,,,
1.617411,1.313271,-10.914234,-10.670923,-2.280136,2.280136,1.75711,1.617057,8.66101,1.872478,1.733328,8.027886,,,
1.555929,1.330749,-10.914234,-10.903362,-0.099716,0.099716,1.75711,1.64323,6.930237,1.872478,1.647741,13.639112,,,
1.540281,1.279237,-10.914234,-10.768911,-1.34947,1.34947,1.75711,1.684849,4.288897,1.872478,1.789501,4.636843,,,
0.766753,0.662486,-5.700436,-3.580645,-59.201366,59.201366,-2.754841,-3.592438,23.31555,3.977831,3.528952,12.719901,,,
0.780933,0.710407,-5.700436,-5.682067,-0.323266,0.323266,-2.754841,-2.624487,-4.966849,3.977831,3.883087,2.439928,,,
0.733801,0.698843,-5.700436,-4.821485,-18.229875,18.229875,-2.754841,-4.228536,34.851188,3.977831,4.426272,-10.131347,,,
1.079135,1.622567,-13.165813,-12.644184,-4.125444,4.125444,0.859548,0.607736,41.434412,0.14687,0.078145,87.94569,,,
1.004196,1.600537,-13.165813,-12.837282,-2.559196,2.559196,0.859548,0.399917,114.931654,0.14687,-0.011514,1375.578103,,,
1.051967,1.561705,-13.165813,-12.757411,-3.20129,3.20129,0.859548,0.637785,34.770845,0.14687,0.173601,-15.397915,,,
0.047581,2.202664,-11.851125,-11.669145,-1.559502,1.559502,-2.563947,-2.447331,-4.765063,-0.19142,-0.078347,-144.321611,,,
0.096922,2.145107,-11.851125,-11.800481,-0.42917,0.42917,-2.563947,-2.519414,-1.767617,-0.19142,-0.165048,-15.978218,,,
0.140983,2.189888,-11.851125,-11.70648,-1.235596,1.235596,-2.563947,-2.412501,-6.277579,-0.19142,-0.230503,16.955894,,,
2.955936,2.005352,-10.237639,-10.068078,-1.684144,1.684144,0.770456,0.647482,18.99264,0.925239,0.839204,10.251953,,,
2.956513,1.92388,-10.237639,-9.986592,-2.513834,2.513834,0.770456,0.637666,20.824317,0.925239,0.890927,3.851274,,,
3.060112,1.981715,-10.237639,-9.982429,-2.556588,2.556588,0.770456,0.59796,28.847382,0.925239,0.841555,9.944032,,,
0.270951,4.486758,-10.428625,-10.292091,-1.326588,1.326588,-0.555332,-0.690598,19.586725,-0.076715,-0.079696,3.74082,,,
0.366599,4.424131,-10.428625,-10.307355,-1.176535,1.176535,-0.555332,-0.693654,19.941014,-0.076715,-0.110462,30.550773,,,
0.377645,4.552927,-10.428625,-10.288312,-1.363814,1.363814,-0.555332,-0.656826,15.452132,-0.076715,-0.105058,26.978706,,,
1.965025,0.091764,-4.486561,-4.585658,2.161036,2.161036,-0.104796,-0.268536,60.974924,0.17665,0.414084,-57.339412,,,
1.90177,0.079769,-4.486561,-4.279746,-4.832414,4.832414,-0.104796,-0.219499,52.256697,0.17665,0.385498,-54.176054,,,
1.935247,0.034307,-4.486561,-4.402131,-1.917925,1.917925,-0.104796,-0.262705,60.108801,0.17665,0.160688,9.934151,,,
3.892947,2.66605,-10.25802,-10.065905,-1.908575,1.908575,0.441463,0.390628,13.013691,0.482077,0.491772,-1.971413,,,
4.004077,2.617111,-10.25802,-10.013729,-2.439558,2.439558,0.441463,0.364519,21.108326,0.482077,0.50038,-3.657718,,,
3.99559,2.75562,-10.25802,-10.070824,-1.858795,1.858795,0.441463,0.372499,18.513991,0.482077,0.46242,4.250974,,,
2.767285,0.803247,-8.246244,-8.053186,-2.39729,2.39729,0.237402,0.08758,171.066903,1.30602,1.214897,7.500493,,,
2.742064,0.905288,-8.246244,-8.268509,0.269276,0.269276,0.237402,0.195555,21.398726,1.30602,1.297983,0.619185,,,
2.68146,0.838351,-8.246244,-8.077773,-2.085613,2.085613,0.237402,0.160391,48.014063,1.30602,1.321681,-1.184925,,,
2.189027,3.609494,-10.867762,-10.683396,-1.725718,1.725718,0.282639,0.164657,71.652831,-0.182608,-0.172474,-5.876089,,,
2.203804,3.708985,-10.867762,-10.653421,-2.011941,2.011941,0.282639,0.139658,102.37943,-0.182608,-0.178937,-2.051581,,,
2.072576,3.681951,-10.867762,-10.672805,-1.826667,1.826667,0.282639,0.09163,208.45637,-0.182608,-0.215668,15.328761,,,
0.39985,1.695784,-13.900471,-13.419641,-3.583037,3.583037,-2.392694,-2.474899,3.321523,-0.867539,-0.596249,-45.499489,,,
0.405569,1.639962,-13.900471,-13.709987,-1.389384,1.389384,-2.392694,-2.490036,3.909235,-0.867539,-0.554396,-56.483758,,,
0.457222,1.640469,-13.900471,-13.652512,-1.816219,1.816219,-2.392694,-2.249413,-6.369732,-0.867539,-0.582102,-49.035621,,,
0.842511,4.556696,-10.47671,-10.329959,-1.420639,1.420639,-0.425819,-0.539854,21.12331,-0.253936,-0.206032,-23.25078,,,
0.837822,4.436475,-10.47671,-10.351597,-1.208639,1.208639,-0.425819,-0.561979,24.228714,-0.253936,-0.219202,-15.845508,,,
0.968733,4.482142,-10.47671,-10.358669,-1.139546,1.139546,-0.425819,-0.50755,16.103035,-0.253936,-0.234011,-8.51447,,,
2.998384,0.954315,-8.689467,-8.479339,-2.478119,2.478119,0.195241,0.127725,52.859822,1.022689,1.100315,-7.054918,,,
3.084429,0.912338,-8.689467,-8.446141,-2.880916,2.880916,0.195241,0.0682,186.277423,1.022689,1.017337,0.526035,,,
3.101353,0.996449,-8.689467,-8.590823,-1.148253,1.148253,0.195241,0.122884,58.88192,1.022689,1.040677,-1.728478,,,
0.09541,1.779097,-13.309382,-13.074734,-1.794666,1.794666,-3.038104,-3.189752,4.754212,0.037979,-0.184922,120.537685,,,
0.089177,1.84207,-13.309382,-12.77681,-4.16827,4.16827,-3.038104,-3.076016,1.232489,0.037979,-0.174018,121.824529,,,
0.036917,1.80474,-13.309382,-12.948923,-2.783697,2.783697,-3.038104,-3.18383,4.577074,0.037979,-0.072592,152.317653,,,
2.510994,1.499768,-9.837487,-9.699257,-1.425169,1.425169,0.942524,0.807734,16.687471,1.4298,1.319462,8.362355,,,
2.526342,1.411778,-9.837487,-9.503203,-3.517602,3.517602,0.942524,0.754615,24.901423,1.4298,1.383359,3.357091,,,
2.601519,1.464846,-9.837487,-9.558685,-2.916744,2.916744,0.942524,0.722164,30.513967,1.4298,1.307051,9.391264,,,
2.988467,3.422661,-10.693201,-10.530805,-1.542105,1.542105,0.479441,0.400189,19.803568,0.105079,0.119952,-12.399009,,,
3.083684,3.421356,-10.693201,-10.501857,-1.821997,1.821997,0.479441,0.404246,18.601065,0.105079,0.144196,-27.127993,,,
3.03514,3.550193,-10.693201,-10.513126,-1.712858,1.712858,0.479441,0.370594,29.370747,0.105079,0.095286,10.277682,,,
2.928169,1.013591,-8.96656,-8.565038,-4.687924,4.687924,0.409119,0.202274,102.259865,1.194965,1.175997,1.61293,,,
2.953271,1.089339,-8.96656,-8.714589,-2.891377,2.891377,0.409119,0.24959,63.916375,1.194965,1.173563,1.823646,,,
2.881436,1.115826,-8.96656,-8.756761,-2.39586,2.39586,0.409119,0.305171,34.062337,1.194965,1.23171,-2.983264,,,
0.02649,3.519923,-10.65206,-10.501421,-1.43447,1.43447,-0.99229,-1.112529,10.807713,-0.073259,-0.015277,-379.539594,,,
0.10596,3.584828,-10.65206,-10.48216,-1.620848,1.620848,-0.99229,-1.070066,7.268385,-0.073259,-0.058029,-26.245171,,,
0.02649,3.624697,-10.65206,-10.467597,-1.762237,1.762237,-0.99229,-1.054412,5.891631,-0.073259,-0.014144,-417.960347,,,
0.280102,1.272318,-17.178749,-17.577525,2.26867,2.26867,-3.466025,-3.116808,-11.20433,0.57938,0.715201,-18.990605,,,
0.312488,1.298736,-17.178749,-16.962783,-1.273179,1.273179,-3.466025,-3.018937,-14.809438,0.57938,0.551045,5.141908,,,
0.254026,1.312842,-17.178749,-17.133101,-0.266431,0.266431,-3.466025,-3.24475,-6.819462,0.57938,0.419383,38.150634,,,
4.278307,0.907445,-9.173489,-8.960292,-2.379361,2.379361,-0.020308,-0.084117,75.857641,0.503925,0.463612,8.695405,,,
4.256416,1.028902,-9.173489,-9.024016,-1.656392,1.656392,-0.020308,-0.048159,57.831834,0.503925,0.509751,-1.142816,,,
4.182601,0.975012,-9.173489,-8.967303,-2.299309,2.299309,-0.020308,-0.060152,66.239176,0.503925,0.514949,-2.14074,,,
1.596572,1.619372,-11.829903,-11.413398,-3.649265,3.649265,1.688929,1.358564,24.317164,1.08626,0.927833,17.074992,,,
1.533198,1.61561,-11.829903,-11.556737,-2.363693,2.363693,1.688929,1.345852,25.491361,1.08626,0.859584,26.370398,,,
1.558256,1.531438,-11.829903,-11.381202,-3.94247,3.94247,1.688929,1.453931,16.162896,1.08626,1.097167,-0.99409,,,
2.20914,0.223784,-6.039589,-5.721769,-5.554563,5.554563,-0.075015,-0.304152,75.336281,0.738947,0.757872,-2.497113,,,
2.250741,0.256017,-6.039589,-5.91149,-2.166937,2.166937,-0.075015,-0.290492,74.176502,0.738947,0.822489,-10.157209,,,
2.17716,0.274084,-6.039589,-5.727877,-5.442003,5.442003,-0.075015,-0.248166,69.772192,0.738947,0.944027,-21.723918,,,
0.442391,2.699404,-11.340769,-11.049013,-2.640562,2.640562,-1.213871,-1.484069,18.206521,-0.504063,-0.433167,-16.366892,,,
0.552283,2.697542,-11.340769,-11.088053,-2.279173,2.279173,-1.213871,-1.337613,9.250895,-0.504063,-0.505507,0.285803,,,
0.504881,2.758605,-11.340769,-11.012771,-2.978348,2.978348,-1.213871,-1.365364,11.095367,-0.504063,-0.456473,-10.425535,,,
2.034061,0.389925,-5.808407,-5.649549,-2.81187,2.81187,0.014659,-0.018378,179.759524,1.29217,1.472869,-12.268486,,,
2.111532,0.337677,-5.808407,-5.699512,-1.910604,1.910604,0.014659,-0.144746,110.127096,1.29217,1.211895,6.623987,,,
2.09768,0.407843,-5.808407,-5.89694,1.501344,1.501344,0.014659,-0.042482,134.505279,1.29217,1.431942,-9.760991,,,
4.05619,2.222054,-9.989883,-9.805238,-1.883135,1.883135,0.378406,0.308587,22.625242,0.635478,0.591431,7.447628,,,
4.049741,2.101105,-9.989883,-9.735216,-2.615942,2.615942,0.378406,0.28849,31.167565,0.635478,0.616137,3.139173,,,
4.169107,2.179018,-9.989883,-9.75972,-2.3583,2.3583,0.378406,0.275663,37.271152,0.635478,0.580399,9.489824,,,
1.54446,4.886856,-10.45118,-10.345485,-1.021662,1.021662,-0.147911,-0.277642,46.726109,-0.223015,-0.228258,2.296627,,,
1.42574,4.961695,-10.45118,-10.322455,-1.247042,1.247042,-0.147911,-0.313507,52.820635,-0.223015,-0.219013,-1.827255,,,
2.507457,0.018905,-6.403087,-6.404214,0.017596,0.017596,-0.314844,-0.415334,24.194976,0.197814,0.048506,307.816943,,,
2.484347,0.07562,-6.403087,-6.35979,-0.680792,0.680792,-0.314844,-0.408752,22.974331,0.197814,0.198045,-0.116908,,,
2.426751,0.018905,-6.403087,-6.188517,-3.467228,3.467228,-0.314844,-0.416009,24.317893,0.197814,0.052654,275.688549,,,
2.898651,1.167601,-9.04917,-8.858967,-2.147008,2.147008,0.390795,0.335175,16.594151,1.142124,1.220961,-6.456999,,,
2.970485,1.141114,-9.04917,-8.81254,-2.685151,2.685151,0.390795,0.279686,39.726447,1.142124,1.167339,-2.160024,,,
2.997029,1.22069,-9.04917,-8.955904,-1.041387,1.041387,0.390795,0.322223,21.280726,1.142124,1.15149,-0.81339,,,
2.567699,3.141825,-10.838981,-10.689671,-1.396773,1.396773,0.534622,0.447813,19.385093,0.086741,0.082189,5.5392,,,
2.675504,3.222366,-10.838981,-10.643289,-1.838641,1.838641,0.534622,0.433663,23.280708,0.086741,0.091738,-5.446667,,,
2.575814,3.269304,-10.838981,-10.672151,-1.563229,1.563229,0.534622,0.401998,32.991235,0.086741,0.040708,113.081842,,,
0.369795,1.079162,-19.173404,-19.394649,1.140752,1.140752,-3.169144,-2.744152,-15.48721,3.742388,3.493039,7.138475,,,
0.37372,1.029645,-19.173404,-19.960576,3.943635,3.943635,-3.169144,-2.827674,-12.075991,3.742388,4.725015,-20.796264,,,
0.415361,1.041032,-19.173404,-18.741275,-2.305758,2.305758,-3.169144,-2.806204,-12.933496,3.742388,4.282023,-12.602331,,,
0.44228,4.552522,-10.436777,-10.292736,-1.399441,1.399441,-0.535409,-0.645361,17.037314,-0.162759,-0.12162,-33.825298,,,
0.431234,4.423725,-10.436777,-10.31213,-1.208742,1.208742,-0.535409,-0.681196,21.401649,-0.162759,-0.128394,-26.765225,,,
0.529494,4.485136,-10.436777,-10.310235,-1.227342,1.227342,-0.535409,-0.643354,16.778502,-0.162759,-0.148644,-9.495875,,,
1.399105,1.079359,-10.50503,-10.230533,-2.683115,2.683115,2.190897,1.856121,18.036308,2.3026,2.365873,-2.674407,,,
1.330969,1.042805,-10.50503,-10.216894,-2.820188,2.820188,2.190897,1.8907,15.87752,2.3026,2.47061,-6.800323,,,
1.382935,1.014383,-10.50503,-9.833648,-6.827395,6.827395,2.190897,1.875961,16.787927,2.3026,2.575955,-10.611802,,,
3.180082,2.060676,-10.222971,-9.988684,-2.345527,2.345527,0.665919,0.557726,19.398872,0.798572,0.782949,1.995476,,,
3.308547,2.138046,-10.222971,-9.988491,-2.347507,2.347507,0.665919,0.517997,28.556651,0.798572,0.729854,9.415309,,,
3.20375,2.185994,-10.222971,-10.075689,-1.461757,1.461757,0.665919,0.560528,18.802179,0.798572,0.715937,11.542326,,,
0.524616,1.639569,-13.981023,-13.578261,-2.966227,2.966227,-1.523831,-1.917124,20.514766,-0.780969,-0.595903,-31.056435,,,
0.580958,1.635332,-13.981023,-13.524213,-3.377722,3.377722,-1.523831,-1.627986,6.397831,-0.780969,-0.584255,-33.669144,,,
0.56143,1.69591,-13.981023,-13.293687,-5.170397,5.170397,-1.523831,-1.73535,12.188852,-0.780969,-0.655483,-19.144131,,,
0.030928,4.92816,-10.340191,-10.231367,-1.063632,1.063632,-0.442621,-0.59203,25.236776,-0.035434,-0.007112,-398.208753,,,
0.123711,4.969749,-10.340191,-10.228006,-1.096839,1.096839,-0.442621,-0.580259,23.720155,-0.035434,-0.027708,-27.88509,,,
0.920536,2.412158,-11.659547,-11.547584,-0.969582,0.969582,-0.642511,-0.689941,6.874509,-0.676006,-0.655518,-3.125421,,,
0.987825,2.464678,-11.659547,-11.487229,-1.500081,1.500081,-0.642511,-0.564261,-13.867744,-0.676006,-0.625622,-8.053341,,,
0.899092,2.490496,-11.659547,-11.439901,-1.920003,1.920003,-0.642511,-0.754951,14.893709,-0.676006,-0.646491,-4.565398,,,
3.939268,2.816631,-10.342552,-10.108782,-2.312543,2.312543,0.49825,0.384599,29.550575,0.48604,0.44605,8.965249,,,
3.778789,2.861152,-10.342552,-10.173202,-1.664669,1.664669,0.49825,0.414656,20.159836,0.48604,0.431109,12.741864,,,
3.836625,2.72706,-10.342552,-10.107325,-2.327295,2.327295,0.49825,0.404031,23.319936,0.48604,0.474376,2.458728,,,
1.029675,0.744129,-7.936577,-7.434638,-6.751356,6.751356,2.044747,1.323539,54.490838,3.31579,3.202181,3.547874,,,
1.051161,0.698141,-7.936577,-6.601343,-20.22669,20.22669,2.044747,1.472399,38.871841,3.31579,3.154646,5.108147,,,
1.079642,0.753944,-7.936577,-7.614681,-4.2273,4.2273,2.044747,1.586767,28.862481,3.31579,3.210363,3.283951,,,
0.240728,1.099594,-21.771229,-21.699922,-0.328603,0.328603,-2.732295,-2.640836,-3.463269,2.777924,2.750372,1.001743,,,
0.24192,1.147341,-21.771229,-20.426914,-6.581095,6.581095,-2.732295,-2.881046,5.163104,2.777924,1.957105,41.940431,,,
0.196327,1.133984,-21.771229,-21.440623,-1.54196,1.54196,-2.732295,-2.780918,1.748454,2.777924,1.902781,45.992853,,,
1.724756,1.111163,-10.032703,-9.533465,-5.236694,5.236694,1.719138,1.497506,14.80007,2.044771,2.232668,-8.415826,,,
1.719681,1.176421,-10.032703,-9.859336,-1.758408,1.758408,1.719138,1.528959,12.438463,2.044771,2.091885,-2.252216,,,
1.652666,1.137881,-10.032703,-9.832249,-2.038744,2.038744,1.719138,1.604725,7.129738,2.044771,2.199061,-7.016199,,,
3.146017,0.614735,-8.125226,-8.051974,-0.909738,0.909738,-0.086971,-0.144783,39.929786,0.771913,0.762875,1.18472,,,
3.118905,0.526305,-8.125226,-7.917018,-2.629888,2.629888,-0.086971,-0.194593,55.306048,0.771913,0.690764,11.747632,,,
3.197704,0.514259,-8.125226,-7.985775,-1.746246,1.746246,-0.086971,-0.203744,57.313389,0.771913,0.635923,21.384691,,,
0.66197,1.234517,-15.53796,-14.695376,-5.733666,5.733666,-0.701361,-0.944738,25.761306,0.893753,1.015763,-12.011655,,,
0.652054,1.276145,-15.53796,-14.691001,-5.765151,5.765151,-0.701361,-1.015198,30.913853,0.893753,0.726164,23.07872,,,
0.605884,1.267797,-15.53796,-15.028778,-3.388042,3.388042,-0.701361,-1.334105,47.428325,0.893753,0.780857,14.457988,,,
3.474591,1.53753,-9.578697,-9.360525,-2.330771,2.330771,0.373559,0.292177,27.853335,0.85717,0.874192,-1.947124,,,
3.550741,1.4472,-9.578697,-9.256552,-3.480192,3.480192,0.373559,0.229322,62.896859,0.85717,0.848351,1.039578,,,
3.600245,1.526042,-9.578697,-9.337201,-2.586391,2.586391,0.373559,0.246773,51.377659,0.85717,0.824513,3.960761,,,
4.732071,0.403249,-9.229615,-8.954376,-3.07379,3.07379,-0.118772,-0.171692,30.822583,0.196883,0.175547,12.153985,,,
4.834833,0.456473,-9.229615,-9.005981,-2.483164,2.483164,-0.118772,-0.16097,26.214729,0.196883,0.185675,6.036654,,,
4.707826,0.502409,-9.229615,-8.966725,-2.931837,2.931837,-0.118772,-0.16115,26.297175,0.196883,0.218802,-10.017719,,,
0.882411,0.496079,-1.934952,-0.311655,-520.862939,520.862939,1.266684,0.454609,178.631563,0.976305,0.149641,552.429694,,,
0.909104,0.528038,-1.934952,-1.631352,-18.610359,18.610359,1.266684,0.596849,112.228445,0.976305,1.148375,-14.983782,,,
0.857185,0.538165,-1.934952,-0.816324,-137.032528,137.032528,1.266684,-0.699661,281.042429,0.976305,0.848346,15.083253,,,
0.306785,1.572968,-14.819255,-14.25011,-3.993964,3.993964,-2.892388,-2.96629,2.491408,-0.677899,-0.396444,-70.994828,,,
0.305898,1.516852,-14.819255,-14.683561,-0.924119,0.924119,-2.892388,-3.01636,4.109993,-0.677899,-0.305425,-121.952873,,,
0.368753,1.52154,-14.819255,-14.521324,-2.051674,2.051674,-2.892388,-2.733043,-5.830317,-0.677899,-0.354769,-91.082055,,,
1.638189,1.177596,-10.249416,-10.062223,-1.860354,1.860354,1.676311,1.627799,2.980241,2.103019,2.10147,0.073689,,,
1.705204,1.216135,-10.249416,-10.068163,-1.800264,1.800264,1.676311,1.55309,7.93396,2.103019,2.001545,5.069747,,,
1.666848,1.27002,-10.249416,-10.381612,1.273365,1.273365,1.676311,1.590326,5.406739,2.103019,1.865077,12.757742,,,
3.668755,0.518552,-8.606383,-8.401052,-2.444111,2.444111,-0.084991,-0.19921,57.33596,0.519078,0.446488,16.258136,,,
3.577828,0.553972,-8.606383,-8.357197,-2.981691,2.981691,-0.084991,-0.188433,54.896075,0.519078,0.504856,2.817096,,,
3.563899,0.479946,-8.606383,-8.293468,-3.773026,3.773026,-0.084991,-0.215045,60.477699,0.519078,0.451075,15.075752,,,
0.228153,3.748787,-10.59146,-10.44065,-1.444454,1.444454,-0.914115,-0.966776,5.447035,-0.097692,-0.109543,10.818307,,,
0.147014,3.750877,-10.59146,-10.434897,-1.500384,1.500384,-0.914115,-0.980126,6.734891,-0.097692,-0.071189,-37.229786,,,
0.170398,3.655837,-10.59146,-10.463524,-1.222688,1.222688,-0.914115,-1.023188,10.660098,-0.097692,-0.08808,-10.913247,,,
1.773951,2.873602,-11.338234,-11.045074,-2.65422,2.65422,0.440942,0.259192,70.122003,-0.27067,-0.218212,-24.040036,,,
1.725458,2.778307,-11.338234,-11.109554,-2.058412,2.058412,0.440942,0.280633,57.124239,-0.27067,-0.219807,-23.140135,,,
1.824683,2.749344,-11.338234,-11.088041,-2.256421,2.256421,0.440942,0.374554,17.724556,-0.27067,-0.143741,-88.304023,,,
4.03519,0.546426,-8.882842,-8.657014,-2.60861,2.60861,-0.126978,-0.18025,29.554341,0.345476,0.361456,-4.420962,,,
4.144357,0.491682,-8.882842,-8.695461,-2.154923,2.154923,-0.126978,-0.18814,32.508639,0.345476,0.305893,12.940233,,,
4.142788,0.587459,-8.882842,-8.735507,-1.686617,1.686617,-0.126978,-0.16718,24.04682,0.345476,0.35833,-3.587204,,,
2.378673,4.24061,-10.662933,-10.511599,-1.439686,1.439686,0.15286,0.070558,116.644389,-0.219373,-0.172002,-27.541058,,,
2.293322,4.366698,-10.662933,-10.487154,-1.67614,1.67614,0.15286,0.020502,645.584733,-0.219373,-0.191291,-14.680452,,,
2.25192,4.26531,-10.662933,-10.509942,-1.455685,1.455685,0.15286,0.025042,510.409057,-0.219373,-0.197115,-11.291729,,,
1.015932,1.699998,-12.87221,-12.679559,-1.51938,1.51938,0.331499,0.26406,25.539471,-0.243049,-0.191,-27.250836,,,
0.995187,1.63511,-12.87221,-12.812268,-0.467851,0.467851,0.331499,0.304681,8.801941,-0.243049,-0.103363,-135.141621,,,
1.070126,1.65714,-12.87221,-12.630536,-1.913415,1.913415,0.331499,0.515973,-35.752596,-0.243049,-0.013238,-1735.970234,,,
1.311871,2.43114,-11.727482,-11.497271,-2.002305,2.002305,0.029094,0.058566,-50.323211,-0.567139,-0.418536,-35.505352,,,
1.231777,2.502737,-11.727482,-11.441319,-2.501135,2.501135,0.029094,-0.126618,122.977637,-0.567139,-0.493728,-14.868843,,,
1.216761,2.435647,-11.727482,-11.515078,-1.844568,1.844568,0.029094,-0.10523,127.647828,-0.567139,-0.494091,-14.784355,,,
1.870205,4.316483,-10.651148,-10.490762,-1.528825,1.528825,0.037114,-0.127316,129.150754,-0.247022,-0.255531,3.329942,,,
1.952238,4.245558,-10.651148,-10.512228,-1.321505,1.321505,0.037114,-0.083964,144.201937,-0.247022,-0.247676,0.264432,,,
1.970318,4.384531,-10.651148,-10.4789,-1.643755,1.643755,0.037114,-0.095813,138.735331,-0.247022,-0.240039,-2.908801,,,
1.638053,0.276847,-3.643021,-3.570047,-2.044065,2.044065,0.358056,0.414284,-13.572415,1.627597,1.622146,0.336019,,,
1.704849,0.25516,-3.643021,-3.792616,3.944376,3.944376,0.358056,0.228042,57.012649,1.627597,1.425693,14.161785,,,
1.688925,0.306089,-3.643021,-3.976726,8.391465,8.391465,0.358056,0.333466,7.373834,1.627597,1.690619,-3.727789,,,
2.749257,0.174514,-7.140122,-7.015831,-1.771586,1.771586,-0.235387,-0.369883,36.36187,0.495281,0.348532,42.104998,,,
2.699534,0.240345,-7.140122,-6.974208,-2.378978,2.378978,-0.235387,-0.345771,31.92417,0.495281,0.497032,-0.352395,,,
2.665572,0.162319,-7.140122,-6.83756,-4.424999,4.424999,-0.235387,-0.378751,37.851804,0.495281,0.351799,40.785108,,,
3.623494,0.667931,-8.607602,-8.479093,-1.515597,1.515597,-0.100992,-0.144527,30.122036,0.565524,0.567845,-0.408857,,,
3.592727,0.600968,-8.607602,-8.404218,-2.420027,2.420027,-0.100992,-0.170546,40.782889,0.565524,0.534029,5.897552,,,
3.683654,0.565548,-8.607602,-8.443123,-1.948088,1.948088,-0.100992,-0.183225,44.880749,0.565524,0.475568,18.915547,,,
0.455741,2.339792,-11.839091,-11.516418,-2.801849,2.801849,-1.681802,-1.745964,3.674847,-0.461627,-0.57096,19.148945,,,
